1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,// 0frame
10, 0, 0, 0, 0, 0, -9, -131, 28, 24, -12, -107, 19, 57, -12, -52, 26, 52,// 1frame
20, 0, 0, 0, 0, 0, -9, -134, 27, 27, -10, -106, 22, 55, -12, -52, 27, 50,// 2frame
31, 0, 0, 0, 0, 0, -10, -132, 27, 28, -14, -105, 28, 53, -15, -52, 31, 51,// 3frame
42, 0, 0, 0, 0, 0, -10, -132, 26, 28, -19, -106, 36, 56, -23, -51, 41, 49,// 4frame
53, 0, 0, 0, 0, 0, -9, -131, 28, 27, -21, -105, 44, 53, -30, -52, 56, 49,// 5frame
64, 0, 0, 0, 0, 0, -7, -130, 26, 28, -23, -102, 48, 51, -28, -52, 52, 49,// 6frame
75, 0, 0, 0, 0, 0, -5, -130, 25, 28, -20, -104, 41, 52, -22, -53, 43, 53,// 7frame
85, 0, 0, 0, 0, 0, -5, -130, 25, 28, -18, -104, 33, 55, -18, -50, 32, 49,// 8frame
95, 0, 0, 0, 0, 0, -2, -131, 30, 29, -10, -105, 28, 50, -19, -55, 32, 54,// 9frame
107, 0, 0, 0, 0, 0, 1, -134, 27, 28, -14, -107, 58, 42, -23, -67, 46, 63,// 10frame
119, 0, 0, 0, 0, 0, 1, -136, 29, 29, -29, -110, 79, 36, -34, -74, 64, 64,// 11frame
131, 0, 0, 0, 0, 0, -2, -133, 29, 30, -25, -105, 68, 42, -34, -64, 69, 63,// 12frame
142, 0, 0, 0, 0, 0, -1, -131, 28, 27, -18, -106, 45, 46, -31, -60, 46, 58,// 13frame
153, 0, 0, 0, 0, 0, -12, -132, 26, 26, -19, -106, 35, 51, -17, -55, 34, 54,// 14frame
164, 0, 0, 0, 0, 0, -13, -131, 27, 26, -20, -105, 36, 50, -19, -55, 34, 55,// 15frame
175, 0, 0, 0, 0, 0, -12, -130, 26, 25, -20, -105, 36, 50, -18, -56, 33, 54,// 16frame
