1, 0, 0, 0, 0, 10, 10, // pimg[1]
35, 5, -67, 395, 3, 20, 10, ////  Cimg3[35]
7, 2, -107, 14, 0, 10, 10, // pimg[7]
5, -5, -62, 577, 0, 10, 10, // pimg[5]
11, 12, -40, 93, 0, 10, 10, // pimg[11]
11, 3, -38, 627, 0, 10, 10, // pimg[11]
5, -5, -63, 602, 0, 10, 10, // pimg[5]
5, -6, -86, 627, 9, 10, 10, // pimg[5]
1, 2, -106, 10, 2, 10, 10, ////  Cimg2[1]
4, 1, -106, 30, 0, 10, 10, // pimg[4]
33, 7, -68, 395, 3, 20, 10, ////  Cimg3[33]
4, 2, -105, 40, 0, 10, 10, // pimg[4]
5, -7, -86, 627, 0, 10, 10, // pimg[5]
7, 2, -108, 5, 0, 10, 10, // pimg[7]
4, 0, -59, 572, 0, 10, 10, // pimg[4]
5, -2, -60, 627, 0, 10, 10, // pimg[5]
5, -1, -87, 607, 9, 10, 10, // pimg[5]
11, 15, -43, 75, 0, 10, 10, // pimg[11]
10, -1, -32, 15, 0, 10, 10, // pimg[10]
1, 3, -107, 15, 2, 10, 10, ////  Cimg2[1]
33, 8, -69, 395, 3, 20, 10, ////  Cimg3[33]
4, 2, -102, 622, 0, 10, 10, // pimg[4]
5, 3, -82, 607, 0, 10, 10, // pimg[5]
7, 3, -106, 15, 0, 10, 10, // pimg[7]
4, 2, -104, 45, 0, 10, 10, // pimg[4]
4, -2, -58, 552, 0, 10, 10, // pimg[4]
4, -4, -59, 5, 0, 10, 10, // pimg[4]
5, -7, -85, 20, 9, 10, 10, // pimg[5]
11, 15, -44, 40, 0, 10, 10, // pimg[11]
11, -5, -38, 25, 0, 10, 10, // pimg[11]
1, 2, -106, 15, 2, 10, 10, ////  Cimg2[1]
33, 8, -71, 395, 3, 20, 10, ////  Cimg3[33]
4, 1, -104, 612, 0, 10, 10, // pimg[4]
5, 3, -83, 582, 0, 10, 10, // pimg[5]
7, 2, -108, 10, 0, 10, 10, // pimg[7]
4, -1, -104, 50, 0, 10, 10, // pimg[4]
5, -6, -63, 552, 0, 10, 10, // pimg[5]
5, -3, -63, 25, 0, 10, 10, // pimg[5]
11, 14, -46, 5, 0, 10, 10, // pimg[11]
5, -12, -87, 20, 9, 10, 10, // pimg[5]
11, -10, -36, 45, 0, 10, 10, // pimg[11]
1, 1, -106, 15, 2, 10, 10, ////  Cimg2[1]
33, 8, -69, 395, 3, 20, 10, ////  Cimg3[33]
4, 1, -102, 605, 0, 10, 10, // pimg[4]
5, 5, -82, 575, 0, 10, 10, // pimg[5]
7, 2, -108, 10, 0, 10, 10, // pimg[7]
4, -1, -103, 60, 0, 10, 10, // pimg[4]
5, -13, -87, 35, 9, 10, 10, // pimg[5]
5, -3, -60, 35, 0, 10, 10, // pimg[5]
5, -5, -62, 567, 0, 10, 10, // pimg[5]
11, -12, -34, 60, 0, 10, 10, // pimg[11]
11, 11, -41, 600, 0, 10, 10, // pimg[11]
1, 2, -105, 15, 2, 10, 10, ////  Cimg2[1]
33, 5, -67, 395, 3, 20, 10, ////  Cimg3[33]
4, 3, -98, 597, 0, 10, 10, // pimg[4]
5, 8, -80, 565, 0, 10, 10, // pimg[5]
7, 3, -105, 15, 0, 10, 10, // pimg[7]
4, 0, -102, 65, 0, 10, 10, // pimg[4]
5, -13, -86, 55, 9, 10, 10, // pimg[5]
5, -3, -62, 35, 0, 10, 10, // pimg[5]
11, -12, -35, 80, 0, 10, 10, // pimg[11]
5, -4, -60, 585, 0, 10, 10, // pimg[5]
11, 7, -35, 590, 0, 10, 10, // pimg[11]
1, 3, -103, 15, 2, 10, 10, ////  Cimg2[1]
33, 6, -69, 395, 3, 20, 10, ////  Cimg3[33]
4, 3, -99, 617, 0, 10, 10, // pimg[4]
5, 3, -79, 571, 0, 10, 10, // pimg[5]
7, 4, -106, 15, 0, 10, 10, // pimg[7]
4, 2, -102, 53, 0, 10, 10, // pimg[4]
5, -3, -64, 10, 0, 10, 10, // pimg[5]
11, -3, -36, 100, 0, 10, 10, // pimg[11]
5, -4, -61, 585, 0, 10, 10, // pimg[5]
5, -9, -84, 37, 9, 10, 10, // pimg[5]
11, 8, -37, 610, 0, 10, 10, // pimg[11]
1, 5, -103, 15, 2, 10, 10, ////  Cimg2[1]
33, 4, -67, 395, 3, 20, 10, ////  Cimg3[33]
5, 2, -81, 594, 0, 10, 10, // pimg[5]
4, 2, -100, 622, 0, 10, 10, // pimg[4]
7, 5, -111, 20, 0, 10, 10, // pimg[7]
4, 1, -103, 40, 0, 10, 10, // pimg[4]
5, -6, -66, 597, 0, 10, 10, // pimg[5]
5, -7, -83, 30, 9, 10, 10, // pimg[5]
11, 3, -38, 627, 0, 10, 10, // pimg[11]
11, 6, -39, 90, 0, 10, 10, // pimg[11]
1, 5, -103, 15, 2, 10, 10, ////  Cimg2[1]
25, 8, -67, 395, 3, 20, 10, ////  Cimg3[25]
3, 0, -75, 587, 0, 10, 10, // pimg[3]
7, 11, -108, 30, 0, 10, 10, // pimg[7]
4, 8, -102, 50, 0, 10, 10, // pimg[4]
4, -5, -81, 535, 0, 10, 10, // pimg[4]
5, -3, -65, 595, 0, 10, 10, // pimg[5]
11, 11, -38, 115, 0, 10, 10, // pimg[11]
5, -2, -64, 0, 0, 10, 10, // pimg[5]
11, -1, -37, 15, 0, 10, 10, // pimg[11]
1, 12, -103, 15, 2, 10, 10, ////  Cimg2[1]
25, 8, -69, 395, 3, 20, 10, ////  Cimg3[25]
4, 10, -105, 599, 0, 10, 10, // pimg[4]
5, 12, -84, 496, 0, 10, 10, // pimg[5]
5, 11, -110, 25, 0, 10, 10, // pimg[5]
5, 4, -83, 7, 0, 10, 10, // pimg[5]
4, 10, -108, 90, 0, 10, 10, // pimg[4]
5, -7, -98, 619, 0, 10, 10, // pimg[5]
5, 0, -60, 561, 0, 10, 10, // pimg[5]
11, 22, -39, 90, 0, 10, 10, // pimg[11]
5, 3, -61, 39, 0, 10, 10, // pimg[5]
11, -8, -33, 65, 0, 10, 10, // pimg[11]
1, 13, -107, 15, 2, 10, 10, ////  Cimg2[1]
25, 8, -75, 395, 3, 20, 10, ////  Cimg3[25]
4, 12, -106, 582, 0, 10, 10, // pimg[4]
5, 50, -93, 137, 0, 10, 10, // pimg[5]
5, 12, -111, 35, 0, 10, 10, // pimg[5]
5, 3, -89, 16, 0, 10, 10, // pimg[5]
4, 10, -108, 141, 0, 10, 10, // pimg[4]
5, -11, -108, 49, 0, 10, 10, // pimg[5]
5, -4, -66, 538, 0, 10, 10, // pimg[5]
11, 20, -50, 620, 0, 10, 10, // pimg[11]
6, 3, -67, 70, 0, 10, 10, // pimg[6]
11, -17, -40, 130, 0, 10, 10, // pimg[11]
1, 13, -109, 15, 2, 10, 10, ////  Cimg2[1]
25, 8, -71, 395, 3, 20, 10, ////  Cimg3[25]
4, 8, -103, 604, 0, 10, 10, // pimg[4]
5, 10, -80, 486, 0, 10, 10, // pimg[5]
5, 8, -106, 25, 0, 10, 10, // pimg[5]
5, 2, -85, 17, 0, 10, 10, // pimg[5]
4, 7, -104, 110, 0, 10, 10, // pimg[4]
5, -14, -96, 14, 0, 10, 10, // pimg[5]
6, -3, -63, 570, 0, 10, 10, // pimg[6]
11, 16, -36, 592, 0, 10, 10, // pimg[11]
5, 0, -61, 73, 0, 10, 10, // pimg[5]
11, -17, -37, 180, 0, 10, 10, // pimg[11]
1, 10, -105, 15, 2, 10, 10, ////  Cimg2[1]
25, 8, -71, 395, 3, 20, 10, ////  Cimg3[25]
4, 5, -104, 5, 0, 10, 10, // pimg[4]
5, -2, -82, 525, 0, 10, 10, // pimg[5]
7, 7, -106, 20, 0, 10, 10, // pimg[7]
4, 6, -105, 80, 0, 10, 10, // pimg[4]
5, -15, -89, 570, 0, 10, 10, // pimg[5]
5, -1, -63, 597, 0, 10, 10, // pimg[5]
11, 9, -38, 10, 0, 10, 10, // pimg[11]
5, -2, -64, 30, 0, 10, 10, // pimg[5]
10, -7, -35, 150, 0, 10, 10, // pimg[10]
1, 9, -105, 15, 2, 10, 10, ////  Cimg2[1]
4, -2, -104, 602, 0, 10, 10, // pimg[4]
5, 1, -89, 582, 0, 10, 10, // pimg[5]
7, -2, -108, 5, 0, 10, 10, // pimg[7]
5, -4, -62, 592, 0, 10, 10, // pimg[5]
11, 5, -38, 617, 0, 10, 10, // pimg[11]
5, -4, -64, 18, 0, 10, 10, // pimg[5]
11, -9, -38, 20, 13, 10, 10, // pimg[11]
1, 0, -106, 5, 2, 10, 10, ////  Cimg2[1]
9, -12, -60, 80, 3, 10, 10, ////  Cimg3[9]
4, -3, -105, 45, 0, 10, 10, // pimg[4]
5, -13, -88, 10, 9, 10, 10, // pimg[5]
4, -2, -104, 602, 0, 10, 10, // pimg[4]
5, 1, -88, 582, 0, 10, 10, // pimg[5]
7, -2, -107, 5, 0, 10, 10, // pimg[7]
5, -4, -61, 592, 0, 10, 10, // pimg[5]
11, 5, -38, 617, 0, 10, 10, // pimg[11]
5, -4, -63, 18, 0, 10, 10, // pimg[5]
11, -9, -38, 20, 13, 10, 10, // pimg[11]
1, 0, -105, 5, 2, 10, 10, ////  Cimg2[1]
9, -12, -59, 78, 3, 10, 10, ////  Cimg3[9]
4, -3, -104, 45, 0, 10, 10, // pimg[4]
5, -13, -87, 10, 9, 10, 10, // pimg[5]
4, -2, -103, 602, 0, 10, 10, // pimg[4]
5, 1, -87, 582, 0, 10, 10, // pimg[5]
7, -2, -106, 5, 0, 10, 10, // pimg[7]
5, -5, -62, 592, 0, 10, 10, // pimg[5]
11, 5, -38, 617, 0, 10, 10, // pimg[11]
5, -4, -62, 18, 0, 10, 10, // pimg[5]
11, -9, -38, 20, 13, 10, 10, // pimg[11]
1, 0, -104, 5, 2, 10, 10, ////  Cimg2[1]
9, -12, -58, 76, 3, 10, 10, ////  Cimg3[9]
4, -3, -103, 45, 0, 10, 10, // pimg[4]
5, -13, -86, 10, 9, 10, 10, // pimg[5]
4, 2, -97, 30, 0, 10, 10, // pimg[4]
5, -5, -83, 0, 0, 10, 10, // pimg[5]
4, -3, -96, 542, 0, 10, 10, // pimg[4]
4, -1, -95, 85, 0, 10, 10, // pimg[4]
5, -22, -78, 460, 9, 10, 10, // pimg[5]
4, 13, -82, 522, 0, 10, 10, // pimg[4]
5, -5, -55, 548, 0, 10, 10, // pimg[5]
11, 16, -37, 15, 0, 10, 10, // pimg[11]
5, -5, -60, 30, 0, 10, 10, // pimg[5]
11, -12, -36, 0, 13, 20, 10, // pimg[11]
1, 0, -97, 10, 2, 10, 10, ////  Cimg2[1]
4, 2, -96, 30, 0, 10, 10, // pimg[4]
5, -5, -82, 0, 0, 10, 10, // pimg[5]
4, -3, -95, 542, 0, 10, 10, // pimg[4]
4, -1, -94, 85, 0, 10, 10, // pimg[4]
5, -21, -77, 453, 9, 10, 10, // pimg[5]
4, 13, -81, 518, 0, 10, 10, // pimg[4]
5, -5, -54, 544, 0, 10, 10, // pimg[5]
11, 16, -37, 15, 0, 10, 10, // pimg[11]
5, -5, -59, 30, 0, 10, 10, // pimg[5]
11, -12, -36, 0, 13, 20, 10, // pimg[11]
1, 0, -96, 10, 2, 10, 10, ////  Cimg2[1]
4, 2, -95, 30, 0, 10, 10, // pimg[4]
5, -5, -81, 0, 0, 10, 10, // pimg[5]
4, -3, -94, 542, 0, 10, 10, // pimg[4]
4, 0, -93, 85, 0, 10, 10, // pimg[4]
5, -20, -76, 446, 9, 10, 10, // pimg[5]
4, 13, -80, 513, 0, 10, 10, // pimg[4]
5, -6, -54, 540, 0, 10, 10, // pimg[5]
11, 16, -37, 15, 0, 10, 10, // pimg[11]
5, -5, -58, 32, 0, 10, 10, // pimg[5]
11, -12, -36, 0, 13, 20, 10, // pimg[11]
1, 0, -95, 10, 2, 10, 10, ////  Cimg2[1]
4, 2, -93, 31, 0, 10, 10, // pimg[4]
5, -6, -78, 627, 0, 10, 10, // pimg[5]
5, 2, -92, 571, 0, 10, 10, // pimg[5]
4, 0, -93, 50, 0, 10, 10, // pimg[4]
4, -12, -68, 324, 0, 10, 10, // pimg[4]
4, 18, -64, 335, 0, 10, 10, // pimg[4]
5, -5, -56, 548, 0, 10, 10, // pimg[5]
11, 16, -37, 625, 0, 10, 10, // pimg[11]
5, -6, -60, 2, 0, 10, 10, // pimg[5]
11, -6, -34, 48, 0, 10, 10, // pimg[11]
1, 1, -92, 35, 2, 10, 10, ////  Cimg2[1]
4, 2, -92, 36, 0, 10, 10, // pimg[4]
